"wlbWellboreName";"wlbDrillingOperator";"wlbProductionLicence";"wlbWellType";"wlbPurposePlanned";"wlbContent";"wlbEntryDate";"wlbCompletionDate";"wlbField";"wlbMainArea";"wlbGeodeticDatum";"wlbNsDeg";"wlbNsMin";"wlbNsSec";"wlbNsCode";"wlbEwDeg";"wlbEwMin";"wlbEwSec";"wlbEwCode";"wlbNsDecDeg";"wlbEwDesDeg";"wlbNsUtm";"wlbEwUtm";"wlbUtmZone";"wlbNpdidWellbore";"datesyncNPD"
"1/2-1";"Phillips Petroleum Norsk AS";"143";"EXPLORATION";"WILDCAT";"OIL";"20.03.1989";"04.06.1989";"BLANE";"NORTH SEA";"ED50";"56";"53";"15.07";"N";"2";"28";"35.7";"E";"56.887519";"2.476583";"6305128.26";"468106.29";"31";"1382";"18.09.2019"
"1/2-2";"Paladin Resources Norge AS";"143 CS";"EXPLORATION";"WILDCAT";"OIL SHOWS";"14.12.2005";"02.02.2006";"";"NORTH SEA";"ED50";"56";"59";"32";"N";"2";"29";"47.66";"E";"56.992222";"2.496572";"6316774.33";"469410.10";"31";"5192";"18.09.2019"
"1/2-U-1";"ConocoPhillips Skandinavia AS";"143";"OTHER";"";"";"09.05.2009";"09.05.2009";"";"NORTH SEA";"ED50";"56";"56";"55.58";"N";"2";"27";"5.01";"E";"56.948772";"2.451392";"6311958.73";"466625.99";"31";"6148";"18.09.2019"
"1/2-U-2";"ConocoPhillips Skandinavia AS";"143";"OTHER";"";"";"12.05.2009";"12.05.2009";"";"NORTH SEA";"ED50";"56";"56";"56.95";"N";"2";"27";"7.69";"E";"56.949153";"2.452136";"6312000.73";"466671.62";"31";"6149";"18.09.2019"
"1/2-U-3";"ConocoPhillips Skandinavia AS";"143";"OTHER";"";"";"12.05.2009";"12.05.2009";"";"NORTH SEA";"ED50";"56";"56";"54.99";"N";"2";"27";"8.52";"E";"56.948608";"2.452367";"6311940.01";"466685.16";"31";"6150";"18.09.2019"
"1/3-1";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"GAS";"06.07.1968";"11.11.1968";"";"NORTH SEA";"ED50";"56";"51";"21";"N";"2";"51";"5";"E";"56.855833";"2.851389";"6301488.86";"490936.87";"31";"154";"18.09.2019"
"1/3-2";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"DRY";"14.05.1969";"27.07.1969";"";"NORTH SEA";"ED50";"56";"56";"10";"N";"2";"45";"0";"E";"56.936111";"2.750000";"6310443.20";"484786.28";"31";"165";"18.09.2019"
"1/3-3";"Elf Petroleum Norge AS";"065";"EXPLORATION";"WILDCAT";"OIL";"22.08.1982";"24.03.1983";"TAMBAR";"NORTH SEA";"ED50";"56";"57";"8.56";"N";"2";"58";"54.05";"E";"56.952378";"2.981681";"6312226.32";"498885.66";"31";"87";"18.09.2019"
"1/3-4";"Elf Petroleum Norge AS";"065";"EXPLORATION";"WILDCAT";"OIL SHOWS";"15.02.1983";"08.05.1983";"";"NORTH SEA";"ED50";"56";"56";"39.21";"N";"2";"43";"0.23";"E";"56.944225";"2.716731";"6311354.32";"482765.43";"31";"2";"18.09.2019"
"1/3-5";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"DRY";"01.10.1984";"11.02.1985";"";"NORTH SEA";"ED50";"56";"46";"16.02";"N";"2";"53";"38.85";"E";"56.771117";"2.894125";"6292053.66";"493528.57";"31";"223";"18.09.2019"
"1/3-6";"Elf Petroleum Norge AS";"065";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"11.03.1991";"22.06.1991";"OSELVAR";"NORTH SEA";"ED50";"56";"56";"14.92";"N";"2";"42";"20.81";"E";"56.937478";"2.705781";"6310606.04";"482095.98";"31";"1521";"18.09.2019"
"1/3-7";"Elf Petroleum Norge AS";"065";"EXPLORATION";"APPRAISAL";"OIL";"13.02.1995";"25.05.1995";"OSELVAR";"NORTH SEA";"ED50";"56";"56";"25.15";"N";"2";"40";"34.61";"E";"56.940319";"2.676281";"6310930.49";"480302.33";"31";"2505";"18.09.2019"
"1/3-8";"Amoco Norway Oil Company";"011";"EXPLORATION";"WILDCAT";"SHOWS";"12.12.1996";"27.05.1997";"";"NORTH SEA";"ED50";"56";"52";"7.14";"N";"2";"53";"20.75";"E";"56.868650";"2.889097";"6302911.22";"493238.84";"31";"2829";"18.09.2019"
"1/3-9 S";"BP Norway Limited U.A.";"065";"EXPLORATION";"APPRAISAL";"OIL";"08.05.1998";"31.07.1998";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"57.97";"N";"2";"57";"31.33";"E";"56.982769";"2.958703";"6315610.11";"497490.00";"31";"3362";"18.09.2019"
"1/3-10";"DONG E&P Norge AS";"274";"EXPLORATION";"APPRAISAL";"OIL/GAS";"25.10.2007";"07.01.2008";"OSELVAR";"NORTH SEA";"ED50";"56";"55";"39.86";"N";"2";"42";"20.69";"E";"56.927739";"2.705747";"6309521.94";"482089.29";"31";"5614";"18.09.2019"
"1/3-10 A";"DONG E&P Norge AS";"274";"EXPLORATION";"APPRAISAL";"OIL/GAS";"07.01.2008";"13.02.2008";"OSELVAR";"NORTH SEA";"ED50";"56";"55";"39.86";"N";"2";"42";"20.69";"E";"56.927739";"2.705747";"6309521.94";"482089.29";"31";"5779";"18.09.2019"
"1/3-11";"DONG E&P Norge AS";"274";"EXPLORATION";"WILDCAT";"OIL";"28.05.2008";"30.08.2008";"";"NORTH SEA";"ED50";"56";"50";"58.47";"N";"2";"43";"15.43";"E";"56.849575";"2.720953";"6300817.06";"482979.33";"31";"5806";"18.09.2019"
"1/3-12 S";"BG Norge AS";"297";"EXPLORATION";"WILDCAT";"DRY";"01.12.2009";"22.07.2010";"";"NORTH SEA";"ED50";"56";"45";"11.19";"N";"2";"49";"43.61";"E";"56.753108";"2.828781";"6290057.13";"489529.49";"31";"6260";"18.09.2019"
"1/3-A-1 H";"DONG E&P Norge AS";"274";"DEVELOPMENT";"PRODUCTION";"OIL";"22.07.2011";"21.09.2011";"OSELVAR";"NORTH SEA";"ED50";"56";"55";"55.06";"N";"2";"40";"16.66";"E";"56.931961";"2.671294";"6310001.50";"479994.47";"31";"6612";"18.09.2019"
"1/3-A-2 H";"DONG E&P Norge AS";"274";"DEVELOPMENT";"PRODUCTION";"OIL";"18.11.2011";"19.01.2012";"OSELVAR";"NORTH SEA";"ED50";"56";"55";"54.89";"N";"2";"40";"16.67";"E";"56.931914";"2.671297";"6309996.24";"479994.61";"31";"6613";"18.09.2019"
"1/3-A-3 H";"DONG E&P Norge AS";"274";"DEVELOPMENT";"PRODUCTION";"OIL";"04.03.2012";"14.05.2012";"OSELVAR";"NORTH SEA";"ED50";"56";"55";"55.07";"N";"2";"40";"17.32";"E";"56.931964";"2.671478";"6310001.76";"480005.63";"31";"6614";"18.09.2019"
"1/3-K-1";"BP Amoco Norge AS";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"08.05.1998";"31.07.1998";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"57.97";"N";"2";"57";"31.33";"E";"56.982769";"2.958703";"6315610.11";"497490.00";"31";"4320";"18.09.2019"
"1/3-K-2";"Aker BP ASA";"065";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"02.01.2018";"19.01.2018";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"58.03";"N";"2";"57";"31.43";"E";"56.982786";"2.958731";"6315611.96";"497491.69";"31";"8286";"18.09.2019"
"1/3-K-2 A";"Aker BP ASA";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"20.01.2018";"26.01.2018";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"58.03";"N";"2";"57";"31.43";"E";"56.982786";"2.958731";"6315611.96";"497491.69";"31";"8359";"18.09.2019"
"1/3-K-3";"BP Amoco Norge AS";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"08.09.2001";"24.10.2001";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"58.09";"N";"2";"57";"31.51";"E";"56.982803";"2.958753";"6315613.82";"497493.04";"31";"4396";"18.09.2019"
"1/3-K-4";"Aker BP ASA";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"06.11.2017";"15.12.2017";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"57.96";"N";"2";"57";"31.48";"E";"56.982767";"2.958744";"6315609.80";"497492.53";"31";"8287";"18.09.2019"
"1/3-K-5";"BP Norge AS";"065";"DEVELOPMENT";"OBSERVATION";"OIL";"13.03.2007";"29.06.2007";"TAMBAR ØST";"NORTH SEA";"ED50";"56";"58";"58.01";"N";"2";"57";"31.57";"E";"56.982781";"2.958769";"6315611.34";"497494.05";"31";"5485";"18.09.2019"
"1/3-K-5 A";"BP Norge AS";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"02.07.2007";"10.07.2007";"TAMBAR ØST";"NORTH SEA";"ED50";"56";"58";"58.01";"N";"2";"57";"31.57";"E";"56.982781";"2.958769";"6315611.34";"497494.05";"31";"5486";"18.09.2019"
"1/3-K-6";"BP Amoco Norge AS";"065";"DEVELOPMENT";"PRODUCTION";"OIL";"06.06.2001";"18.08.2001";"TAMBAR";"NORTH SEA";"ED50";"56";"58";"57.92";"N";"2";"57";"31.61";"E";"56.982756";"2.958781";"6315608.56";"497494.72";"31";"4325";"18.09.2019"
"1/3-U-1";"BG Norge AS";"274 BS";"OTHER";"";"";"10.10.2007";"10.10.2007";"";"NORTH SEA";"ED50";"56";"45";"10.48";"N";"2";"49";"41.9";"E";"56.752911";"2.828306";"6290035.25";"489500.39";"31";"5686";"18.09.2019"
"1/3-U-2";"BG Norge AS";"274 BS";"OTHER";"";"";"10.10.2007";"10.10.2007";"";"NORTH SEA";"ED50";"56";"45";"8.33";"N";"2";"49";"41.91";"E";"56.752314";"2.828308";"6289968.77";"489500.39";"31";"5687";"18.09.2019"
"1/3-U-3";"BG Norge AS";"274 BS";"OTHER";"";"";"10.10.2007";"10.10.2007";"";"NORTH SEA";"ED50";"56";"45";"9.4";"N";"2";"49";"38.51";"E";"56.752611";"2.827364";"6290002.00";"489442.72";"31";"5688";"18.09.2019"
"1/3-U-4";"BG Norge AS";"274 BS";"OTHER";"";"";"11.10.2007";"11.10.2007";"";"NORTH SEA";"ED50";"56";"45";"12.43";"N";"2";"49";"43.54";"E";"56.753453";"2.828761";"6290095.48";"489528.40";"31";"5690";"18.09.2019"
"1/3-U-5";"BG Norge AS";"274 BS";"OTHER";"";"";"11.10.2007";"11.10.2007";"";"NORTH SEA";"ED50";"56";"45";"12.24";"N";"2";"49";"39.64";"E";"56.753400";"2.827678";"6290089.77";"489462.14";"31";"5691";"18.09.2019"
"1/3-U-10";"DONG E&P Norge AS";"274";"OTHER";"";"";"01.03.2007";"01.03.2007";"";"NORTH SEA";"ED50";"56";"55";"39.83";"N";"2";"42";"20.61";"E";"56.927731";"2.705725";"6309521.02";"482087.93";"31";"5499";"18.09.2019"
"1/3-U-11";"DONG E&P Norge AS";"274";"OTHER";"";"";"02.03.2007";"03.03.2007";"";"NORTH SEA";"ED50";"56";"50";"58.34";"N";"2";"43";"15.35";"E";"56.849539";"2.720931";"6300813.05";"482977.95";"31";"5500";"18.09.2019"
"1/3-U-12";"DONG E&P Norge AS";"274";"OTHER";"";"";"15.09.2008";"15.09.2008";"";"NORTH SEA";"ED50";"56";"55";"55.01";"N";"2";"40";"16.99";"E";"56.931947";"2.671386";"6309999.93";"480000.04";"31";"5928";"18.09.2019"
"1/3-U-13";"DONG E&P Norge AS";"274";"OTHER";"";"";"15.09.2008";"15.09.2008";"";"NORTH SEA";"ED50";"56";"55";"55.01";"N";"2";"40";"16.99";"E";"56.931947";"2.671386";"6309999.93";"480000.04";"31";"5929";"18.09.2019"
"1/3-U-14";"DONG E&P Norge AS";"274";"OTHER";"";"";"15.09.2008";"15.09.2008";"";"NORTH SEA";"ED50";"56";"55";"55.01";"N";"2";"40";"16.99";"E";"56.931947";"2.671386";"6309999.93";"480000.04";"31";"5930";"18.09.2019"
"1/3-U-15";"DONG E&P Norge AS";"274";"OTHER";"";"";"29.12.2010";"30.12.2010";"";"NORTH SEA";"ED50";"56";"55";"53.62";"N";"2";"40";"16.3";"E";"56.931561";"2.671194";"6309957.00";"479988.17";"31";"6520";"18.09.2019"
"1/3-U-16";"DONG E&P Norge AS";"274";"OTHER";"";"";"30.12.2010";"31.12.2010";"";"NORTH SEA";"ED50";"56";"55";"53.46";"N";"2";"40";"16.36";"E";"56.931517";"2.671211";"6309952.05";"479989.16";"31";"6521";"18.09.2019"
"1/5-1";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"NOT APPLICABLE";"12.10.1973";"19.10.1973";"";"NORTH SEA";"ED50";"56";"34";"40.5";"N";"2";"38";"28";"E";"56.577917";"2.641111";"6270600.43";"477951.01";"31";"237";"18.09.2019"
"1/5-2";"Phillips Petroleum Company Norway";"018";"EXPLORATION";"WILDCAT";"OIL";"19.10.1973";"15.04.1974";"FLYNDRE";"NORTH SEA";"ED50";"56";"34";"41.59";"N";"2";"38";"30.53";"E";"56.578219";"2.641814";"6270633.90";"477994.36";"31";"238";"18.09.2019"
"1/5-3 S";"Conoco Norway Inc.";"144";"EXPLORATION";"WILDCAT";"OIL";"10.06.1998";"06.08.1998";"";"NORTH SEA";"ED50";"56";"41";"24.52";"N";"2";"36";"54.13";"E";"56.690144";"2.615036";"6283101.44";"476419.16";"31";"3257";"18.09.2019"
"1/5-4 S";"Amerada Hess Norge AS";"144";"EXPLORATION";"WILDCAT";"OIL SHOWS";"15.04.2002";"22.05.2002";"";"NORTH SEA";"ED50";"56";"42";"32";"N";"2";"37";"41";"E";"56.708889";"2.628056";"6285183.54";"477227.98";"31";"4521";"18.09.2019"
"1/5-5";"Total E&P Norge AS";"618";"EXPLORATION";"WILDCAT";"DRY";"24.02.2016";"16.09.2016";"";"NORTH SEA";"ED50";"56";"43";"48.02";"N";"2";"38";"44.92";"E";"56.730006";"2.645811";"6287528.37";"478327.19";"31";"7874";"18.09.2019"
"1/6-1";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"10.07.1972";"26.11.1972";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"2.4";"N";"2";"59";"50.3";"E";"56.634000";"2.997306";"6276785.58";"499834.71";"31";"239";"18.09.2019"
"1/6-2";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"SHOWS";"28.11.1972";"12.01.1973";"";"NORTH SEA";"ED50";"56";"33";"50.6";"N";"2";"51";"53.2";"E";"56.564056";"2.864778";"6269008.06";"491689.32";"31";"240";"18.09.2019"
"1/6-3";"A/S Norske Shell";"011";"EXPLORATION";"APPRAISAL";"GAS/CONDENSATE";"12.04.1974";"11.09.1974";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"36.4";"N";"2";"55";"49.7";"E";"56.643444";"2.930472";"6277839.03";"495735.82";"31";"241";"18.09.2019"
"1/6-4";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"DRY";"29.12.1975";"09.04.1976";"";"NORTH SEA";"ED50";"56";"44";"52.06";"N";"2";"42";"23.64";"E";"56.747794";"2.706567";"6289490.96";"482053.29";"31";"242";"18.09.2019"
"1/6-5";"Conoco Norway Inc.";"144";"EXPLORATION";"WILDCAT";"SHOWS";"20.07.1990";"02.09.1990";"";"NORTH SEA";"ED50";"56";"32";"21.57";"N";"2";"48";"4.77";"E";"56.539325";"2.801325";"6266264.75";"487781.59";"31";"1508";"18.09.2019"
"1/6-6";"A/S Norske Shell";"011";"EXPLORATION";"WILDCAT";"SHOWS";"10.02.1992";"08.03.1993";"";"NORTH SEA";"ED50";"56";"36";"41.13";"N";"2";"57";"18.19";"E";"56.611425";"2.955053";"6274273.59";"497241.02";"31";"1839";"18.09.2019"
"1/6-7";"Conoco Norway Inc.";"144";"EXPLORATION";"WILDCAT";"SHOWS";"16.03.1992";"12.07.1992";"";"NORTH SEA";"ED50";"56";"33";"20.01";"N";"2";"54";"11.18";"E";"56.555558";"2.903106";"6268058.24";"494043.59";"31";"1928";"18.09.2019"
"1/6-A-1";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"25.06.1978";"08.03.1979";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.73";"N";"2";"56";"24.23";"E";"56.642703";"2.940064";"6277755.92";"496324.01";"31";"526";"18.09.2019"
"1/6-A-3";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"26.07.1979";"17.09.1979";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.64";"N";"2";"56";"23.9";"E";"56.642678";"2.939972";"6277753.14";"496318.38";"31";"527";"18.09.2019"
"1/6-A-4";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"03.09.1978";"23.11.1978";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.64";"N";"2";"56";"23.73";"E";"56.642678";"2.939925";"6277753.15";"496315.49";"31";"528";"18.09.2019"
"1/6-A-7";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"21.02.1986";"07.06.1986";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.73";"N";"2";"56";"23.85";"E";"56.642703";"2.939958";"6277755.93";"496317.53";"31";"903";"18.09.2019"
"1/6-A-8";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"18.09.1979";"04.01.1980";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.7";"N";"2";"56";"23.68";"E";"56.642694";"2.939911";"6277755.00";"496314.64";"31";"529";"18.09.2019"
"1/6-A-10";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"12.01.1981";"26.05.1981";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.83";"N";"2";"56";"23.97";"E";"56.642731";"2.939992";"6277759.02";"496319.58";"31";"530";"18.09.2019"
"1/6-A-13";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"09.01.1980";"16.04.1980";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.93";"N";"2";"56";"24.08";"E";"56.642758";"2.940022";"6277762.11";"496321.46";"31";"531";"18.09.2019"
"1/6-A-15";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"14.01.1979";"05.07.1979";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.86";"N";"2";"56";"23.75";"E";"56.642739";"2.939931";"6277759.95";"496315.83";"31";"532";"18.09.2019"
"1/6-A-16";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"25.06.1980";"01.01.1981";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.83";"N";"2";"56";"23.58";"E";"56.642731";"2.939883";"6277759.02";"496312.94";"31";"533";"18.09.2019"
"1/6-A-19";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"23.11.1978";"14.01.1979";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.93";"N";"2";"56";"23.7";"E";"56.642758";"2.939917";"6277762.11";"496314.98";"31";"534";"18.09.2019"
"1/6-A-20";"Phillips Petroleum Company Norway";"011";"DEVELOPMENT";"PRODUCTION";"GAS";"17.04.1980";"27.06.1980";"ALBUSKJELL";"NORTH SEA";"ED50";"56";"38";"33.89";"N";"2";"56";"23.53";"E";"56.642747";"2.939869";"6277760.88";"496312.08";"31";"535";"18.09.2019"
"1/6-U-1";"BG Norge AS";"297";"OTHER";"";"";"12.10.2007";"12.10.2007";"";"NORTH SEA";"ED50";"56";"45";"0.11";"N";"2";"49";"33.85";"E";"56.750031";"2.826069";"6289714.95";"489362.83";"31";"5692";"18.09.2019"
"1/9-1";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"14.10.1976";"17.02.1977";"";"NORTH SEA";"ED50";"56";"24";"5.07";"N";"2";"54";"6.49";"E";"56.401408";"2.901803";"6250899.86";"493938.99";"31";"243";"18.09.2019"
"1/9-1 R";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"08.05.1987";"17.05.1987";"";"NORTH SEA";"ED50";"56";"24";"5.07";"N";"2";"54";"6.49";"E";"56.401408";"2.901803";"6250899.86";"493938.99";"31";"1444";"18.09.2019"
"1/9-2";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"APPRAISAL";"OIL SHOWS";"01.06.1977";"12.08.1977";"";"NORTH SEA";"ED50";"56";"23";"52.77";"N";"2";"55";"34.63";"E";"56.397992";"2.926286";"6250517.66";"495449.76";"31";"244";"18.09.2019"
"1/9-3";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"DRY";"13.08.1977";"27.11.1977";"";"NORTH SEA";"ED50";"56";"24";"55.68";"N";"2";"54";"15.22";"E";"56.415467";"2.904228";"6252464.47";"494090.84";"31";"245";"18.09.2019"
"1/9-3 R";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"27.05.1978";"30.09.1978";"";"NORTH SEA";"ED50";"56";"24";"55.68";"N";"2";"54";"15.22";"E";"56.415467";"2.904228";"6252464.47";"494090.84";"31";"246";"18.09.2019"
"1/9-4";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"13.08.1977";"12.01.1978";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"3.76";"N";"2";"56";"0.29";"E";"56.484378";"2.933414";"6260132.83";"495899.06";"31";"247";"18.09.2019"
"1/9-4 R";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"21.04.1991";"26.04.1991";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"3.76";"N";"2";"56";"0.29";"E";"56.484378";"2.933414";"6260132.83";"495899.06";"31";"1727";"18.09.2019"
"1/9-5";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"APPRAISAL";"DRY";"03.10.1978";"16.12.1978";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"27.69";"N";"2";"57";"55.27";"E";"56.491025";"2.965353";"6260871.29";"497866.50";"31";"248";"18.09.2019"
"1/9-6 S";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"APPRAISAL";"GAS/CONDENSATE";"21.03.1982";"01.12.1982";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"3.85";"N";"2";"56";"0.14";"E";"56.484403";"2.933372";"6260135.61";"495896.49";"31";"44";"18.09.2019"
"1/9-6 SR";"Den norske stats oljeselskap a.s";"044";"EXPLORATION";"APPRAISAL";"GAS/CONDENSATE";"06.04.1991";"20.04.1991";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"3.85";"N";"2";"56";"0.14";"E";"56.484403";"2.933372";"6260135.61";"495896.49";"31";"1558";"18.09.2019"
"1/9-7";"Phillips Petroleum Company Norway";"044";"EXPLORATION";"WILDCAT";"GAS/CONDENSATE";"22.03.2003";"02.08.2003";"";"NORTH SEA";"ED50";"56";"24";"31.23";"N";"2";"52";"55";"E";"56.408675";"2.881944";"6251710.63";"492714.66";"31";"4652";"18.09.2019"
"1/9-A-1 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"22.09.1986";"14.11.1986";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.76";"N";"2";"55";"27.66";"E";"56.492156";"2.924350";"6260999.16";"495341.78";"31";"1006";"18.09.2019"
"1/9-A-1 AH";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"15.04.1987";"01.05.1987";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.76";"N";"2";"55";"27.66";"E";"56.492156";"2.924350";"6260999.16";"495341.78";"31";"1077";"18.09.2019"
"1/9-A-2 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"25.11.1986";"30.12.1986";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.66";"N";"2";"55";"26.88";"E";"56.492128";"2.924133";"6260996.08";"495328.43";"31";"1016";"18.09.2019"
"1/9-A-3 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"04.01.1987";"11.02.1987";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.5";"N";"2";"55";"27.13";"E";"56.492083";"2.924203";"6260991.13";"495332.71";"31";"1021";"18.09.2019"
"1/9-A-4 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"19.02.1987";"27.03.1987";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.92";"N";"2";"55";"27.41";"E";"56.492200";"2.924281";"6261004.11";"495337.51";"31";"1035";"18.09.2019"
"1/9-A-5 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"31.12.1987";"13.02.1988";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.63";"N";"2";"55";"27.39";"E";"56.492119";"2.924275";"6260995.14";"495337.16";"31";"1059";"18.09.2019"
"1/9-A-6 H";"Den norske stats oljeselskap a.s";"044";"DEVELOPMENT";"PRODUCTION";"GAS";"20.02.1988";"03.04.1988";"TOMMELITEN GAMMA";"NORTH SEA";"ED50";"56";"29";"31.79";"N";"2";"55";"27.14";"E";"56.492164";"2.924206";"6261000.09";"495332.89";"31";"1244";"18.09.2019"
"1/9-U-1";"Den norske stats oljeselskap a.s";"";"OTHER";"";"";"06.05.1986";"07.05.1986";"";"NORTH SEA";"ED50";"56";"29";"31.72";"N";"2";"55";"26.74";"E";"56.492144";"2.924094";"6260997.94";"495326.04";"31";"980";"18.09.2019"
"2/1-1";"Conoco Norway Inc.";"019";"EXPLORATION";"WILDCAT";"GAS SHOWS";"28.08.1972";"14.11.1972";"";"NORTH SEA";"ED50";"56";"45";"26.6";"N";"3";"12";"18.8";"E";"56.757389";"3.205222";"6290539.34";"512548.43";"31";"249";"18.09.2019"
"2/1-2";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"WILDCAT";"DRY";"14.12.1977";"26.02.1978";"";"NORTH SEA";"ED50";"56";"57";"30.76";"N";"3";"12";"32.07";"E";"56.958544";"3.208908";"6312932.05";"512705.46";"31";"250";"18.09.2019"
"2/1-3";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"WILDCAT";"OIL";"03.11.1979";"29.03.1980";"GYDA";"NORTH SEA";"ED50";"56";"54";"41.39";"N";"3";"6";"30.39";"E";"56.911497";"3.108442";"6307680.64";"506603.55";"31";"251";"18.09.2019"
"2/1-4";"BP Petroleum Dev. of Norway AS";"019 B";"EXPLORATION";"APPRAISAL";"OIL";"05.04.1982";"03.08.1982";"GYDA";"NORTH SEA";"ED50";"56";"54";"40.59";"N";"3";"4";"0.86";"E";"56.911275";"3.066906";"6307652.66";"504074.24";"31";"48";"18.09.2019"
"2/1-5";"BP Norway Limited U.A.";"019 B";"EXPLORATION";"WILDCAT";"OIL";"13.11.1982";"05.04.1983";"";"NORTH SEA";"ED50";"56";"47";"54.06";"N";"3";"12";"21.39";"E";"56.798350";"3.205942";"6295099.08";"512578.71";"31";"63";"18.09.2019"
