"wlbWellboreName";"wlbDrillingOperator";"wlbProductionLicence";"wlbWellType";"wlbPurposePlanned";"wlbContent";"wlbEntryDate";"wlbCompletionDate";"wlbField";"wlbMainArea";"wlbGeodeticDatum";"wlbNsDeg";"wlbNsMin";"wlbNsSec";"wlbNsCode";"wlbEwDeg";"wlbEwMin";"wlbEwSec";"wlbEwCode";"wlbNsDecDeg";"wlbEwDesDeg";"wlbNsUtm";"wlbEwUtm";"wlbUtmZone";"wlbNpdidWellbore";"datesyncNPD"
"31/4-A-14 C";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"15.03.2011";"27.03.2011";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.69";"E";"60.542617";"3.047414";"6712002.72";"502601.34";"31";"6564";"18.09.2019"
"31/4-A-14 D";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"03.04.2011";"15.04.2011";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.69";"E";"60.542617";"3.047414";"6712002.72";"502601.34";"31";"6590";"18.09.2019"
"31/4-A-14 E";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"04.07.2011";"14.08.2011";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.69";"E";"60.542617";"3.047414";"6712002.72";"502601.34";"31";"6623";"18.09.2019"
"31/4-A-15";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"CUTTINGS";"10.05.1996";"13.06.1996";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33";"N";"3";"2";"50.69";"E";"60.542500";"3.047414";"6711989.72";"502601.35";"31";"2801";"18.09.2019"
"31/4-A-15 A";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"24.10.2018";"25.01.2019";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33";"N";"3";"2";"50.69";"E";"60.542500";"3.047414";"6711989.72";"502601.35";"31";"8566";"18.09.2019"
"31/4-A-16";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"16.12.1996";"01.03.1997";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"51.03";"E";"60.542594";"3.047508";"6712000.25";"502606.52";"31";"3005";"18.09.2019"
"31/4-A-16 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"OIL";"05.12.2006";"18.02.2007";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"51.03";"E";"60.542594";"3.047508";"6712000.25";"502606.52";"31";"5421";"18.09.2019"
"31/4-A-16 B";"Norsk Hydro Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"21.02.2007";"02.03.2007";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"51.03";"E";"60.542594";"3.047508";"6712000.25";"502606.52";"31";"5422";"18.09.2019"
"31/4-A-17";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"03.02.1996";"03.04.1996";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"51.03";"E";"60.542617";"3.047508";"6712002.72";"502606.52";"31";"2757";"18.09.2019"
"31/4-A-17 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"04.04.1996";"28.04.1996";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"51.03";"E";"60.542617";"3.047508";"6712002.72";"502606.52";"31";"2765";"18.09.2019"
"31/4-A-17 BY3";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"26.12.2003";"12.01.2004";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"51.03";"E";"60.542617";"3.047508";"6712002.72";"502606.52";"31";"4869";"18.09.2019"
"31/4-A-17 BY1";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"06.11.2003";"14.12.2003";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"51.03";"E";"60.542617";"3.047508";"6712002.72";"502606.52";"31";"4811";"18.09.2019"
"31/4-A-17 BY2";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"15.12.2003";"25.12.2003";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"51.03";"E";"60.542617";"3.047508";"6712002.72";"502606.52";"31";"4812";"18.09.2019"
"31/4-A-18";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"28.11.1994";"01.01.1995";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"51.03";"E";"60.542525";"3.047508";"6711992.51";"502606.53";"31";"2462";"18.09.2019"
"31/4-A-18 A";"Wintershall Norge AS";"055";"DEVELOPMENT";"OBSERVATION";"OIL";"08.12.2014";"28.03.2015";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"51.03";"E";"60.542525";"3.047508";"6711992.51";"502606.53";"31";"7567";"18.09.2019"
"31/4-A-18 B";"Wintershall Norge AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"31.03.2015";"09.04.2015";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"51.03";"E";"60.542525";"3.047508";"6711992.51";"502606.53";"31";"7568";"18.09.2019"
"31/4-A-18 C";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"13.04.2015";"27.04.2015";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"51.03";"E";"60.542525";"3.047508";"6711992.51";"502606.53";"31";"7569";"18.09.2019"
"31/4-A-19";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"14.04.1997";"15.05.1997";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.52";"E";"60.542594";"3.047367";"6712000.24";"502598.75";"31";"3056";"18.09.2019"
"31/4-A-19 A";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"08.05.2010";"09.08.2010";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.52";"E";"60.542594";"3.047367";"6712000.24";"502598.75";"31";"6372";"18.09.2019"
"31/4-A-19 B";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"";"";"";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.52";"E";"60.542594";"3.047367";"6712000.24";"502598.75";"31";"6373";"18.09.2019"
"31/4-A-20";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"26.12.1997";"28.04.1998";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"50.35";"E";"60.542642";"3.047319";"6712005.50";"502596.16";"31";"3286";"18.09.2019"
"31/4-A-21";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"21.02.1995";"21.04.1995";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.86";"E";"60.542617";"3.047461";"6712002.72";"502603.93";"31";"2514";"18.09.2019"
"31/4-A-22";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"13.04.2001";"27.07.2001";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"51.03";"E";"60.542642";"3.047508";"6712005.51";"502606.52";"31";"4300";"18.09.2019"
"31/4-A-22 A";"StatoilHydro Petroleum AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"10.02.2009";"28.04.2009";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"51.03";"E";"60.542642";"3.047508";"6712005.51";"502606.52";"31";"6056";"18.09.2019"
"31/4-A-23";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"26.12.1993";"11.02.1994";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"2273";"18.09.2019"
"31/4-A-23 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"08.03.2001";"30.03.2001";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"4255";"18.09.2019"
"31/4-A-23 B";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"31.03.2001";"06.04.2001";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"4256";"18.09.2019"
"31/4-A-23 C";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"18.12.2011";"05.10.2013";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"6741";"18.09.2019"
"31/4-A-23 D";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"19.01.2014";"22.09.2014";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"7361";"18.09.2019"
"31/4-A-23 E";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"28.10.2017";"04.12.2017";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.86";"E";"60.542525";"3.047461";"6711992.51";"502603.94";"31";"8295";"18.09.2019"
"31/4-A-24";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"12.11.1996";"20.11.1996";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.86";"E";"60.542478";"3.047461";"6711987.25";"502603.94";"31";"2621";"18.09.2019"
"31/4-A-24 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"03.09.2002";"12.09.2002";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.86";"E";"60.542478";"3.047461";"6711987.25";"502603.94";"31";"4603";"18.09.2019"
"31/4-A-25";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"25.09.1994";"11.10.1994";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33";"N";"3";"2";"50.52";"E";"60.542500";"3.047367";"6711989.72";"502598.76";"31";"2435";"18.09.2019"
"31/4-A-25 A";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"10.07.2017";"26.08.2017";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33";"N";"3";"2";"50.52";"E";"60.542500";"3.047367";"6711989.72";"502598.76";"31";"8208";"18.09.2019"
"31/4-A-26";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"31.08.1994";"20.09.1994";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.97";"N";"3";"2";"50.8";"E";"60.542492";"3.047444";"6711988.80";"502603.03";"31";"2403";"18.09.2019"
"31/4-A-27";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"19.09.1995";"25.10.1995";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.52";"E";"60.542525";"3.047367";"6711992.51";"502598.76";"31";"2633";"18.09.2019"
"31/4-A-27 A";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"29.03.2019";"02.05.2019";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.52";"E";"60.542525";"3.047367";"6711992.51";"502598.76";"31";"8650";"18.09.2019"
"31/4-A-28";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"16.03.1995";"28.08.1995";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.25";"N";"3";"2";"51.03";"E";"60.542569";"3.047508";"6711997.46";"502606.53";"31";"2546";"18.09.2019"
"31/4-A-28 A";"Norsk Hydro Petroleum AS";"055";"DEVELOPMENT";"OBSERVATION";"OIL";"07.09.2007";"19.12.2007";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.25";"N";"3";"2";"51.03";"E";"60.542569";"3.047508";"6711997.46";"502606.53";"31";"2550";"18.09.2019"
"31/4-A-28 B";"StatoilHydro Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"24.12.2007";"11.01.2008";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.25";"N";"3";"2";"51.03";"E";"60.542569";"3.047508";"6711997.46";"502606.53";"31";"5621";"18.09.2019"
"31/4-A-29";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"23.11.1996";"29.11.1996";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.69";"E";"60.542525";"3.047414";"6711992.51";"502601.35";"31";"2971";"18.09.2019"
"31/4-A-29 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"15.08.2002";"22.08.2002";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.69";"E";"60.542525";"3.047414";"6711992.51";"502601.35";"31";"4604";"18.09.2019"
"31/4-A-30";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"04.06.2000";"04.07.2000";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"50.86";"E";"60.542547";"3.047461";"6711994.98";"502603.94";"31";"4096";"18.09.2019"
"31/4-A-30 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"07.07.2000";"13.07.2000";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"50.86";"E";"60.542547";"3.047461";"6711994.98";"502603.94";"31";"4097";"18.09.2019"
"31/4-A-30 B";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"14.02.2004";"04.04.2004";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"50.86";"E";"60.542547";"3.047461";"6711994.98";"502603.94";"31";"4890";"18.09.2019"
"31/4-A-31";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"28.04.2004";"25.10.2004";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"50.86";"E";"60.542642";"3.047461";"6712005.50";"502603.93";"31";"4913";"18.09.2019"
"31/4-A-32";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"20.07.2000";"15.09.2000";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.52";"E";"60.542617";"3.047367";"6712002.72";"502598.75";"31";"2929";"18.09.2019"
"31/4-A-32 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"05.10.2000";"17.10.2000";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.52";"E";"60.542617";"3.047367";"6712002.72";"502598.75";"31";"4132";"18.09.2019"
"31/4-A-32 B";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"03.02.2010";"18.03.2010";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.52";"E";"60.542617";"3.047367";"6712002.72";"502598.75";"31";"6331";"18.09.2019"
"31/4-A-32 C";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"WATER";"20.03.2010";"27.03.2010";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.42";"N";"3";"2";"50.52";"E";"60.542617";"3.047367";"6712002.72";"502598.75";"31";"6357";"18.09.2019"
"31/4-A-33";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"26.10.1998";"06.12.1998";"BRAGE";"NORTH SEA";"";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"3586";"18.09.2019"
"31/4-A-33 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"07.12.1998";"07.01.1999";"BRAGE";"NORTH SEA";"";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"3587";"18.09.2019"
"31/4-A-33 B";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"03.02.2002";"04.03.2002";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"4472";"18.09.2019"
"31/4-A-33 C";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"16.03.2002";"25.03.2002";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"4473";"18.09.2019"
"31/4-A-33 D";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"27.03.2002";"25.04.2002";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"4474";"18.09.2019"
"31/4-A-33 E";"Statoil Petroleum AS";"055";"DEVELOPMENT";"INJECTION";"CUTTINGS";"02.11.2010";"24.11.2010";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"50.52";"E";"60.542478";"3.047367";"6711987.25";"502598.76";"31";"6497";"18.09.2019"
"31/4-A-34";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"01.09.1998";"13.10.1998";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.35";"E";"60.542525";"3.047319";"6711992.50";"502596.17";"31";"3560";"18.09.2019"
"31/4-A-34 A";"Statoil Petroleum AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"18.11.2009";"19.12.2009";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.35";"E";"60.542525";"3.047319";"6711992.50";"502596.17";"31";"6268";"18.09.2019"
"31/4-A-34 B";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"NOT APPLICABLE";"20.12.2009";"25.12.2009";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.35";"E";"60.542525";"3.047319";"6711992.50";"502596.17";"31";"6269";"18.09.2019"
"31/4-A-34 C";"Statoil Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"26.12.2009";"05.01.2010";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.09";"N";"3";"2";"50.35";"E";"60.542525";"3.047319";"6711992.50";"502596.17";"31";"6320";"18.09.2019"
"31/4-A-35";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"25.07.1998";"20.08.1998";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"50.69";"E";"60.542547";"3.047414";"6711994.98";"502601.35";"31";"3542";"18.09.2019"
"31/4-A-35 A";"StatoilHydro Petroleum AS";"055";"DEVELOPMENT";"INJECTION";"GAS";"21.02.2008";"17.05.2008";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"50.69";"E";"60.542547";"3.047414";"6711994.98";"502601.35";"31";"5783";"18.09.2019"
"31/4-A-36";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"INJECTION";"WATER";"06.06.1998";"07.07.1998";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"51.03";"E";"60.542547";"3.047508";"6711994.99";"502606.53";"31";"3336";"18.09.2019"
"31/4-A-36 A";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"";"27.07.2019";"";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"51.03";"E";"60.542547";"3.047508";"6711994.99";"502606.53";"31";"8755";"18.09.2019"
"31/4-A-36 B";"Wintershall Norge AS";"055";"DEVELOPMENT";"PRODUCTION";"";"";"";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.17";"N";"3";"2";"51.03";"E";"60.542547";"3.047508";"6711994.99";"502606.53";"31";"8756";"18.09.2019"
"31/4-A-37";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"28.07.1997";"03.09.1997";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.69";"E";"60.542594";"3.047414";"6712000.24";"502601.34";"31";"3160";"18.09.2019"
"31/4-A-37 A";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"OBSERVATION";"NOT APPLICABLE";"05.09.1997";"16.09.1997";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.69";"E";"60.542594";"3.047414";"6712000.24";"502601.34";"31";"3161";"18.09.2019"
"31/4-A-37 B";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"18.09.1997";"29.09.1997";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.34";"N";"3";"2";"50.69";"E";"60.542594";"3.047414";"6712000.24";"502601.34";"31";"3162";"18.09.2019"
"31/4-A-38";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"29.01.1999";"28.02.1999";"BRAGE";"NORTH SEA";"";"60";"32";"33.34";"N";"3";"2";"50.86";"E";"60.542594";"3.047461";"6712000.24";"502603.93";"31";"3651";"18.09.2019"
"31/4-A-39";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"14.12.2000";"25.01.2001";"BRAGE";"NORTH SEA";"ED50";"60";"32";"32.92";"N";"3";"2";"51.03";"E";"60.542478";"3.047508";"6711987.25";"502606.53";"31";"4195";"18.09.2019"
"31/4-A-40";"Norsk Hydro Produksjon AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"06.11.1995";"27.12.1995";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"50.52";"E";"60.542642";"3.047367";"6712005.50";"502598.75";"31";"2714";"18.09.2019"
"31/4-A-40 A";"Norsk Hydro Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"30.04.2007";"17.07.2007";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"50.52";"E";"60.542642";"3.047367";"6712005.50";"502598.75";"31";"5527";"18.09.2019"
"31/4-A-40 B";"Norsk Hydro Petroleum AS";"055";"DEVELOPMENT";"PRODUCTION";"OIL";"22.07.2007";"06.08.2007";"BRAGE";"NORTH SEA";"ED50";"60";"32";"33.51";"N";"3";"2";"50.52";"E";"60.542642";"3.047367";"6712005.50";"502598.75";"31";"5606";"18.09.2019"
"31/4-U-1";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"14.10.1987";"14.10.1987";"";"NORTH SEA";"ED50";"60";"32";"33.4";"N";"3";"2";"50.52";"E";"60.542611";"3.047367";"6712002.10";"502598.75";"31";"1190";"18.09.2019"
"31/4-U-2";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"29.09.1987";"30.09.1987";"";"NORTH SEA";"ED50";"60";"32";"34.37";"N";"3";"2";"48.7";"E";"60.542881";"3.046861";"6712032.09";"502570.99";"31";"1191";"18.09.2019"
"31/4-U-3";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"02.10.1987";"03.10.1987";"";"NORTH SEA";"ED50";"60";"32";"32.49";"N";"3";"2";"52.56";"E";"60.542358";"3.047933";"6711973.96";"502629.86";"31";"1192";"18.09.2019"
"31/4-U-4";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"02.10.1987";"03.10.1987";"";"NORTH SEA";"ED50";"60";"32";"32.43";"N";"3";"2";"48.25";"E";"60.542342";"3.046736";"6711972.06";"502564.18";"31";"1193";"18.09.2019"
"31/4-U-5";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"13.10.1987";"14.10.1987";"";"NORTH SEA";"ED50";"60";"32";"34.24";"N";"3";"2";"52.98";"E";"60.542844";"3.048050";"6712028.11";"502636.22";"31";"1194";"18.09.2019"
"31/4-U-6";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"03.10.1987";"04.10.1987";"";"NORTH SEA";"ED50";"60";"32";"33.14";"N";"3";"2";"55.87";"E";"60.542539";"3.048853";"6711994.11";"502680.29";"31";"1195";"18.09.2019"
"31/4-U-7";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"08.10.1987";"09.10.1987";"";"NORTH SEA";"ED50";"60";"32";"35.63";"N";"3";"2";"50.55";"E";"60.543231";"3.047375";"6712071.09";"502599.16";"31";"1196";"18.09.2019"
"31/4-U-8";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"15.10.1987";"16.10.1987";"";"NORTH SEA";"ED50";"60";"32";"31.07";"N";"3";"2";"50.68";"E";"60.541964";"3.047411";"6711930.01";"502601.24";"31";"1197";"18.09.2019"
"31/4-U-9";"Norsk Hydro Produksjon AS";"";"OTHER";"";"";"10.10.1987";"11.10.1987";"";"NORTH SEA";"ED50";"60";"32";"34.33";"N";"3";"2";"53.49";"E";"60.542869";"3.048192";"6712030.90";"502643.99";"31";"1198";"18.09.2019"
"31/5-1";"Saga Petroleum ASA";"085";"EXPLORATION";"APPRAISAL";"NOT APPLICABLE";"05.09.1983";"30.09.1983";"TROLL";"NORTH SEA";"ED50";"60";"43";"33.17";"N";"3";"32";"57.01";"E";"60.725881";"3.549169";"6732539.55";"529959.16";"31";"27";"18.09.2019"
"31/5-2";"Saga Petroleum ASA";"085";"EXPLORATION";"APPRAISAL";"OIL/GAS";"05.10.1983";"11.11.1983";"TROLL";"NORTH SEA";"ED50";"60";"43";"33.29";"N";"3";"32";"52.74";"E";"60.725914";"3.547983";"6732542.72";"529894.43";"31";"32";"18.09.2019"
"31/5-2 R";"Saga Petroleum ASA";"085";"EXPLORATION";"APPRAISAL";"OIL/GAS";"13.06.1984";"30.08.1984";"TROLL";"NORTH SEA";"ED50";"60";"43";"33.29";"N";"3";"32";"52.74";"E";"60.725914";"3.547983";"6732542.72";"529894.43";"31";"499";"18.09.2019"
"31/5-3";"Saga Petroleum ASA";"085";"EXPLORATION";"APPRAISAL";"OIL/GAS";"10.04.1984";"09.06.1984";"TROLL";"NORTH SEA";"ED50";"60";"44";"37.17";"N";"3";"26";"20.44";"E";"60.743658";"3.439011";"6734474.49";"523936.46";"31";"101";"18.09.2019"
"31/5-4 A";"Norsk Hydro Produksjon AS";"085";"EXPLORATION";"APPRAISAL";"OIL/GAS";"10.10.1990";"13.12.1990";"TROLL";"NORTH SEA";"ED50";"60";"43";"16.19";"N";"3";"33";"43.06";"E";"60.721164";"3.561961";"6732020.10";"530661.48";"31";"1689";"18.09.2019"
