document,keyword,matches
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,platform,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,tilje,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,troll,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,volve,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,1_2,23
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,2_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,2_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,3_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,3_3,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,3_4,7
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,3_8,15
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,4_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,4_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,5_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_5,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_7,102
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_8,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_9,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_11,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,8_3,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,8_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,8_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,10_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,11_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,15_6,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,15_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,16_5,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,25_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,25_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,30_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6506_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_5,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_7,100
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_8,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_11,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6607_7,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6707_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,7_7-1,74
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_7-1,72
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_7-11 s,20
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,25_7-4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-11_S__WELL__6507-07-11-S_PB-706-0635.PDF,6507_7-11,71
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF, gro,11
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF, tau,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,atla,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,balder,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,d ah,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,egersund basin,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,fram,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,stord basin,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,vale,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,1_2,7
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,1_5,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,1_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,2_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,3_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,3_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,3_8,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,5_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,5_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_3,43
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,8_1,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,8_9,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,8_11,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,9_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,11_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,15_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,17_3,41
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,17_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,17_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,17_3-1,40
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_3-1,42
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,7_4-1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/17_3-1__WELL__17-03-01_PB-706-0027.PDF,17_4-1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, beta,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, delta,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, gro,22
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, lange,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, sklinna,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF, tir,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,alve,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,atla,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,d rev,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,halten terrace,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,hyme,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,jette,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,mikkel,11
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,platform,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,tilje,7
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,vale,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,volve,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,1_2,15
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,1_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_9,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,2_11,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,3_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,3_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,3_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,3_8,11
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,4_1,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,4_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,5_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,7_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,7_5,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,7_6,45
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,7_8,9
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,7_12,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,8_1,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,10_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,10_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,10_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,11_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,11_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,11_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,11_12,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,12_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,12_9,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,18_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,26_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,26_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,35_6,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_5,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_6,45
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6404_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_5-1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_6-1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_6-2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_6-3,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6407_6-4__WELL__6407-06-04_PB-706-0547.PDF,6407_6-4,44
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf, beta,23
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf, gro,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf, tor ,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,alve,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,atla,10
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,balder,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,ekofisk,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,skagerrak,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,tor fl,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,troll,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,vale,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,valhall,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,1_2,45
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,1_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,2_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,2_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,2_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,2_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,3_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,3_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,3_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,3_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,3_8,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,4_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,5_1,47
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,5_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,6_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,7_1,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,7_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,7_8,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,8_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,8_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,8_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,9_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,9_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,11_2,15
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,15_12,47
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,16_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,25_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,34_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,34_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,15_12-8,22
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/15_12-8_A__WELL__15-12-08_AND_A_PB-706-0124_OCR.pdf,15_12-1,1
