document,keyword,matches
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf, cara,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf, delta,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf, gro,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf, tir,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,atla,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,balder,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,ekofisk,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,ekofisk t,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,heimdal,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,togi,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,vale,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,volve,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,1_2,15
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,1_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,2_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,2_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,2_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,3_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,3_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,3_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,3_8,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,4_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,4_2,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,4_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,5_1,57
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,5_2,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,6_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,8_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,9_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,10_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,11_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,15_2,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,16_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,16_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,24_12,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,25_1,57
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,25_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,25_10,56
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,26_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,30_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,30_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,25_7-2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,1_3-1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,24_12-1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/25-10-06-S_PB-706-0100.pdf,25_10-6,49
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF, beta,53
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF, gro,11
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF, sklinna,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF, tor ,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,alve,20
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,d ah,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,d rev,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,fram,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,platform,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,togi,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,tor fl,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,troll,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,vale,7
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,1_2,16
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,1_3,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,1_5,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,1_9,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_1,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_2,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_4,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_5,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_6,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,2_10,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_1,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_4,11
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_5,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_6,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,3_8,10
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,4_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,4_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,4_3,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,4_4,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,5_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,5_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,7_1,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,7_3,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,7_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,7_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,7_10,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_1,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_4,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,8_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_3,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_4,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_5,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,9_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,10_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,10_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,12_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,13_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,15_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,16_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,16_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,17_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,18_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,18_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,18_7,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,19_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,24_3,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,25_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,25_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,25_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,26_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,26_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,27_1,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,27_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,27_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,27_10,5
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,28_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,29_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,30_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,30_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,30_4,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,30_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,31_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,32_6,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,34_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6206_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6506_12,110
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6506_1,115
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6506_12-3 ,107
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6506_12-2,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6506_12-3__WELL__6506-12-03_PB-706-0168.PDF,6506_12-3,109
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF, cara,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF, delta,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF, gro,10
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF, sklinna,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,alve,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,atla,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,d rev,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,draugen,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,embla,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,halten terrace,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,heidrun,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,heidrun f,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,nordland ridge,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,platform,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,troll,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,trym,10
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,vale,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,volve,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,1_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,1_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,1_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_1,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_6,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,2_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_1,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_4,4
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,3_8,13
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,4_1,9
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,4_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,4_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,5_1,10
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,5_2,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,6_3,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_1,7
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_4,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_5,2
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_6,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_7,55
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_8,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_9,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_10,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_11,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,7_12,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_1,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_4,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_5,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_6,3
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_11,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,8_12,6
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,9_1,8
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,9_2,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,9_3,1
/p/ressim02/analytics/AICOE/Hackathons/Norway2019/data/text_documents/6507_7-4__WELL__6507-07-04_PB-706-0933.PDF,9_4,3
