"Search Results"

"Summary"
"Saved on";"11.06.2018 08.18.55"
"Searched for";"fluor"
"In folder(s)";"C:\Apps\completion reports"
"Number of document(s) found";"325"            
"Number of instance(s) found";"10362"          

"File name";"Title";"Page";"Search Instance"
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"21";"blue white residual fluorescence. Slight brown residual colour Seen in some mudstones to 4790m "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"21";"Bright cream residual fluorescence. No residual colour "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"22";"miSRT Show Type Fluor CutGu Oil Bleed on Stain Odour Deecrlptlon I I 4353.5 "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"22";"Cuttinas Show No dirfluor None V. slow yel Wh cut None SUght-Moderate OH "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"22";"Show No dir fluor None Wk strmg yel wh cut None None Weak OD"
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"22";"Show No dir fluor None Slow diffuse blu vel cut None None on shows "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"22";"Show No dlr fluor None Fast br strmg crm cut None None on shows "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"24";"mBRT /Stain Fluor Cut Cut Fluor Col gy-gy -gran, m-vc, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"24";"Fluor Cut Cut Fluor Col gy-gy -gran, m-vc, qtz Wk- Fnt "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"28";"mBRT /Stain Fluor Cut Cut Fluor Col :m gy, -gran, , "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"28";"Fluor Cut Cut Fluor Col :m gy, -gran, , common Fnt Mod "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"blu in ten- fluor blu vJl sity • pkst-grst, silic cmt, occ qtz "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"loc dissem pyr, fluor occ tr kaol, common glauc, lith frag, in common blk "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"transp, subang-rnd, fluor hard) gen mod sph, pkst -grst, v p sort, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"dull brn mineral fluor i/p. gy-gy -gran, gy None No V "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"sort, pkst, g fluor diff blu vJ1 supported, abnd dk gy argil/slt mtx, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"gd blu cut fluor cut calc cmt, loc silic cmt i/p, rr qtz "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"29";"blu wh mineral fluor. • -24-"
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"brn pinpt bri fluor blu fluor blk argiV slt mtx, occ qtz overgrowths, v "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"bri fluor blu fluor blk argiV slt mtx, occ qtz overgrowths, v sl vdl "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"dull orng mineral fluor c, , gen Bri V clss, loc transl, subang-ang, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"occ glauc, dissem fluor res id col & fluor xln pyr, blk carb streaks "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"id col & fluor xln pyr, blk carb streaks i/p, non-v p "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"\\h cut fluor cut res id mtx, g supported, loc mtx supported, hd, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"supported, hd, tr fluor kaol, common glauc, dissem & xln pyr, tr muse mic, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"pyr cmt, patchy fluor bri fluor blu brn blk argiVslt mtx, common carb/coaly "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"30";"patchy fluor bri fluor blu brn blk argiVslt mtx, common carb/coaly cut streaks "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"31";"mBRT /Stain Fluor Cut Cut Fluor Col 4690 SLTST: gy blk-brn blk, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"31";"Fluor Cut Cut Fluor Col 4690 SLTST: gy blk-brn blk, hd, blky brk, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"32";"o /Stain Fluor Cut Cut Fluor Col "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"32";"Fluor Cut Cut Fluor Col "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"33";"mBRT /Stain Fluor Cut Cut Pluor Col 4860 SST: m lt-m gy, "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"33";"orng brn mineral fluor, no shows 4862.26 SST: v lt-m lt gy, predom "
"2_7-29__WELL__02-07-29_PB-706-0592.PDF";"";"34";"mBRT /Stain Fluor Cut Cut Jlluor Col 4868 SST: m lt-m gy, "

"File name";"Title";"Page";"Search Instance"
"2_7-2_COMPLETION_REPORT_08275_02-07-02-X_PB-706-0653.pdf";"";"108";"Limestone w/good fluor. & oil odor. No fractures. 0830: cutting core no. 2 "
"2_7-2_COMPLETION_REPORT_08275_02-07-02-X_PB-706-0653.pdf";"";"108";"light brown w/fluor. on to~ decreasing to nil. Good cut i~ CCl4 thru-"
"2_7-2_COMPLETION_REPORT_08275_02-07-02-X_PB-706-0653.pdf";"";"108";"as above-no fluor. Good cut in CCl4. 9965 to 10,270 limestone. white-dense "
"2_7-2_COMPLETION_REPORT_08275_02-07-02-X_PB-706-0653.pdf";"";"118";"1. 5%. -Fluorescense very weak and du 11. Mw: 1~.8., Vis: 50, "

"File name";"Title";"Page";"Search Instance"
"2_7-30_COMPLETION_REPORT_84427_02-07-30_PB-706-0654.pdf";"";"26";"the highest QFT Fluorescence values, over the longest core interval were obtained from core "
"2_7-30_COMPLETION_REPORT_84427_02-07-30_PB-706-0654.pdf";"";"26";"consistent with observed fluorescence using a standard mudlogging unit UV Fluorescence device. Core No. "
"2_7-30_COMPLETION_REPORT_84427_02-07-30_PB-706-0654.pdf";"";"26";"mudlogging unit UV Fluorescence device. Core No. 3 and 5 had isolated high values "
"2_7-30_COMPLETION_REPORT_84427_02-07-30_PB-706-0654.pdf";"";"48";"QFT (Quantitative Fluorescence Tool) result; however, no other convincing evidence of hydrocarbons was "
"2_7-30_COMPLETION_REPORT_84427_02-07-30_PB-706-0654.pdf";"";"49";"QFT (Quantitative Fluorescence Technique) results were in the upper Ekofisk Formation, specifically within "

"File name";"Title";"Page";"Search Instance"
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"32";"for oil stain, fluorescence and cut. For a full record of gas peaks and "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"85";"and siltstone with fluorescence and cut. Based on these occurrences, a significant potential for "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"90";"weak yellow white fluorescence, slow blooming bluish yellow white cut fluorescence 2.5 DGP 13260 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"90";"yellow white cut fluorescence 2.5 DGP 13260 C1-C5 2.8 DGP 13298 Cl-C5 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"91";"Pale yellow white fluorescence, slow streaming pale yellow white cut fluorescence Asgard 14365-14557 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"91";"yellow white cut fluorescence Asgard 14365-14557 8.5 0.2-1.5 26.3 CO 14376 Cl-"
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"91";"Trace dull yellow fluorescence, slow streaming yellow white cut fluorescence DGP= Drilled Gas Peak, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"91";"yellow white cut fluorescence DGP= Drilled Gas Peak, CO = Connection Gas, TO = "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"92";"Dull yellow patchy fluorescence, slow streaming faint bluish white cut fluorescence 10.5 CG 14992 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"92";"bluish white cut fluorescence 10.5 CG 14992 C1-C5 14.1 CG 15054 C1-C5 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"93";"dull yellow gold fluorescence, slow streaming bluish white cut fluorescence FMT recovered oil from "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"93";"bluish white cut fluorescence FMT recovered oil from 15725 and 15785 ft 15785-16300 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"poor visible porosity fluorescence, fast streaming faint bluish white cut fluorescence 2 16230 1.5 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"bluish white cut fluorescence 2 16230 1.5 Sandstone: reddish brown, very fme, siliceous cemented, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"nil visible porosity fluorescence, fast streaming milky white cut fluorescence 3 16200 EMPTY 4 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"milky white cut fluorescence 3 16200 EMPTY 4 16158 1.5 Sandstone: reddish brown, very "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"Spotty yellow white fluorescence, angular, moderately sorted,, argillaceous, poor visible porosity fast streaming milky "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"milky white cut fluorescence 5 16128 MISARE 6 16086 1.0 Sandstone: dark reddish brown, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"poor visible porosity fluorescence, fast streaming bluish white cut fluorescence 7 16056 2.5 Sandstone: "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"bluish white cut fluorescence 7 16056 2.5 Sandstone: white to reddish brown, very fme "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"poor visible porosity fluorescence, fast streaming bluish white cut fluorescence 8 16027 2.5 Sandstone: "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"bluish white cut fluorescence 8 16027 2.5 Sandstone: light grey to light greenish grey, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"visible porosity white fluorescence, fast streaming bluish white cut fluorescence 9 16004 1.5 Sandstone: "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"94";"bluish white cut fluorescence 9 16004 1.5 Sandstone: dark red brown to black, very "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"Patchy yellow white fluorescence, medium to coarse, angular to sub angular, poorly sorted, poor "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"tarry solid hydrocarbon fluorescence. None from tarry stain. 14 15964 2.25 Sandstone: white to "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"poorly yellow white fluorescence, fast sorted, poor visible porosity, black tarry solid hydrocarbon streaming "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"milky white cut fluorescence 15 15957 1.5 Sandstone: white to light grey to black, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"poorly yellow white fluorescence, fast sorted, poor visible porosity, black tarry solid hydrocarbon streaming "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"milky white cut fluorescence 16 15952 2.0 Sandstone: white, very fine to fme, angular "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"poor visible porosity fluorescence, slow streaming pale milky white cut fluorescence 17 15951 2.5 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"milky white cut fluorescence 17 15951 2.5 Sandstone: light to medium grey, very fme "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"nil visible porosity fluorescence, slow streaming pale milky white cut fluorescence 18 15944 1.0 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"milky white cut fluorescence 18 15944 1.0 Sandstone, white to light grey to black, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"Spotty bright white fluorescence, occasionally medium to coarse, angular to sub angular, poorly fast "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"tarry solid hydrocarbon fluorescence 19 15936 1.5 Sandstone, white to light grey to black, "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"sub angular, poorly fluorescence, fast streaming milky sorted, poor to nil visible porosity, quartz "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"solid white cut fluorescence hydrocarbon and brown oil stain 20 15902 2.0 Sandstone: light "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"Spotty bright white fluorescence, medium to coarse, angular to sub angular, poorly sorted, poor "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"95";"solid tarry hydrocarbon fluorescence Page no. 90 EBBA2/7-31 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"96";"Spotty bright white fluorescence, coarse, angular to sub angular, moderately sorted, poor to fair "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"96";"brown oil stain fluorescence 22 15725 MISFIRE 23 15702 MISFIRE 24 15700 2.75 Sandstone: "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"96";"Spotty bright white fluorescence, medium, angular to sub angular, moderately sorted, poor visible fast "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"96";"solid tarry hydocarbon fluorescence 25 15676 MISFIRE Page no. 91 EBBA 217-31 "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"98";"yellow-gold direct fluorescence (occasionally moderate yellow-gold in areas of better porosity- "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"98";"white streaming cut fluorescence, leaving a bluish-white residue, but leaving no visible residue. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"98";"strength of the fluorescence and cut fluorescence is a factor of the porosity and "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"98";"fluorescence and cut fluorescence is a factor of the porosity and resultant hydrocarbon content. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"99";"yellow-gold direct fluorescence (occasionally moderate yellow-gold in areas of better porosity- "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"99";"white streaming cut fluorescence, leaving a bluish-white residue, but leaving no visible residue. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"99";"strength of the fluorescence and cut fluorescence is a factor of the porosity and "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"99";"fluorescence and cut fluorescence is a factor of the porosity and resultant hydrocarbon content. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"yellow-gold direct fluorescence (occasionally moderate yellow-gold in areas of better porosity) "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"white streaming cut fluorescence, leaving a bluish-white residue, but leaving no visible residue. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"give a direct fluorescence but gives a slow bluish-white cut fluorescence. There is "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"bluish-white cut fluorescence. There is commonly an asphaltic hydrocarbon from the samples. The "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"strength of the fluorescence and cut fluorescence is a factor of the porosity and "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"100";"fluorescence and cut fluorescence is a factor of the porosity and resultant hydrocarbon content. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"yellow-gold direct fluorescence (occasionally moderate yellow-gold in areas of better porosity) "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"white streaming cut fluorescence, leaving a bluish-white residue, but leaving no visible residue. "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"give a direct fluorescence but gives a slow bluish-white cut fluorescence. There is "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"bluish-white cut fluorescence. There is commonly an asphaltic hydrocarbon from the samples. The "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"strength of the fluorescence and cut fluorescence is a factor of the porosity and "
"2_7-31_COMPLETION_REPORT_87358_02-07-31_PB-706-0656.pdf";"";"102";"fluorescence and cut fluorescence is a factor of the porosity and . resultant hydrocarbon "

"File name";"Title";"Page";"Search Instance"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"139";"10,575' - Poor Fluorescence. -L------- ____ BOAT~;_ _Jhe Tor~;r_-~~p~~~~d "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"140";"hrd dnse, no fluor. l -L ---- Gas, Methane 01, 120500 units.· "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"142";"_ _!n~-~ Fluor fair to good. Cut poor. Gas 300 to 600 units. "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"143";"oil showt no fluor. Gas 800 to 300 uni· Rate o~enetration - "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"145";"d_,_ fri, calc. fluor poor_.. ____ -··· bright cut, poor. '"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"146";"-L . Fluore.scence-trace ,poor, bright. Cut in CCC!_4 - "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"147";"_ _ t. fluor trace, poor bright cut, poor. 1, Gas - 100 units "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"148";"--------------------~--- 12,170'- 12,310'- Fluor fair-poor bright, cut poor. L -----------\;\'-Gaa - 300-"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"151";"micrite. Ho .fluor, no shl bl''k-.--- ~. · si1 ts~Q..~-~~u_"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"154";".... o.f_.fluore.s.c.enc.e.. .. light.. yellm'l • .Rate_"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"155";"3 .... No Fluorescence. P0n. Rate 15 - 11 ft/hr. ____ .T."
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"159";"thane._ 02, no fluorescence. -l.------------- BOATS: The Torgny is the standby. The Hersk "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"164";"Hethane C1. No fluorescenge. _Rat.e .. of p_e.ru:_t.ratiruLA::"
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"165";"3tliane C2, no fluorsscence. : _____ Rate <?!_~netration_,_~44 _;ft[b...r._~ "
"2_7-9_COMPLETION_REPORT_08265_02-07-09_PB-706-0766.pdf";"";"167";"---------· No Fluorenscence .Pent rate 10-23 ft/hr Temg_. 87-97 "

"File name";"Title";"Page";"Search Instance"
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"139";"10,575' - Poor Fluorescence. -L------- ____ BOAT~;_ _Jhe Tor~;r_-~~p~~~~d "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"140";"hrd dnse, no fluor. l -L ---- Gas, Methane 01, 120500 units.· "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"142";"_ _!n~-~ Fluor fair to good. Cut poor. Gas 300 to 600 units. "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"143";"oil showt no fluor. Gas 800 to 300 uni· Rate o~enetration - "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"145";"d_,_ fri, calc. fluor poor_.. ____ -··· bright cut, poor. '"
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"146";"-L . Fluore.scence-trace ,poor, bright. Cut in CCC!_4 - "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"147";"_ _ t. fluor trace, poor bright cut, poor. 1, Gas - 100 units "
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"148";"--------------------~--- 12,170'- 12,310'- Fluor fair-poor bright, cut poor. L -----------\;\'-Gaa - 300-"
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"151";"micrite. Ho .fluor, no shl bl''k-.--- ~. · si1 ts~Q..~-~~u_"
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"154";".... o.f_.fluore.s.c.enc.e.. .. light.. yellm'l • .Rate_"
"2_7-9_COMPLETION_REPORT_84808_02-07-09_PB-706-0766.pdf";"";"155";"3 .... No Fluorescence. P0n. Rate 15 - 11 ft/hr. ____ .T."
